<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>, <AvgExp>, <AvgExp>, <vwap_reset>, <MACD>, <MACDAvg>, <MACDDiff>, <ZeroLine>
03.01.2018,15:00:00,172.840,172.895,172.330,172.390,801715,172.983,172.956,172.801,0.05,0.24,-0.19,0.00
03.01.2018,15:15:00,172.385,172.510,172.200,172.333,929138,172.935,172.831,172.681,-0.01,0.19,-0.20,0.00
03.01.2018,15:30:00,172.340,172.590,172.160,172.260,889653,172.885,172.717,172.611,-0.06,0.14,-0.20,0.00
03.01.2018,15:45:00,172.270,172.540,172.220,172.220,984963,172.836,172.618,172.556,-0.11,0.09,-0.20,0.00
03.01.2018,16:00:00,172.230,172.530,171.960,172.180,2776296,172.787,172.530,172.442,-0.14,0.04,-0.18,0.00
04.01.2018,09:45:00,172.540,173.120,172.080,172.360,2242859,172.755,172.496,172.525,-0.15,0.00,-0.16,0.00
04.01.2018,10:00:00,172.360,173.160,172.250,172.940,1371421,172.769,172.585,172.583,-0.12,-0.02,-0.10,0.00
04.01.2018,10:15:00,172.940,173.240,172.660,173.240,899935,172.804,172.716,172.670,-0.06,-0.03,-0.03,0.00
04.01.2018,10:30:00,173.233,173.410,173.030,173.170,942360,172.831,172.807,172.763,-0.02,-0.03,0.01,0.00
04.01.2018,10:45:00,173.180,173.470,173.030,173.090,847639,172.850,172.863,172.821,0.00,-0.02,0.02,0.00
04.01.2018,11:00:00,173.095,173.230,172.870,172.955,888892,172.858,172.882,172.848,0.01,-0.02,0.03,0.00
04.01.2018,11:15:00,172.960,173.110,172.750,173.050,670101,172.872,172.915,172.858,0.02,-0.01,0.03,0.00
04.01.2018,11:30:00,173.040,173.220,172.890,173.190,763828,172.896,172.970,172.878,0.05,0.00,0.04,0.00
04.01.2018,11:45:00,173.190,173.470,173.090,173.130,839663,172.913,173.002,172.908,0.06,0.01,0.04,0.00
04.01.2018,12:00:00,173.130,173.320,173.016,173.030,437445,172.922,173.008,172.918,0.06,0.02,0.03,0.00
04.01.2018,12:15:00,173.020,173.216,173.000,173.112,414862,172.936,173.029,172.925,0.06,0.03,0.03,0.00
04.01.2018,12:30:00,173.110,173.150,172.660,172.740,573554,172.921,172.971,172.924,0.04,0.03,0.01,0.00
04.01.2018,12:45:00,172.740,172.950,172.675,172.940,426454,172.923,172.965,172.921,0.03,0.03,0.00,0.00
04.01.2018,13:00:00,172.940,173.030,172.740,172.840,342811,172.917,172.940,172.920,0.02,0.03,-0.01,0.00
04.01.2018,13:15:00,172.830,172.920,172.730,172.766,291016,172.905,172.905,172.812,0.01,0.03,-0.02,0.00
04.01.2018,13:30:00,172.760,172.890,172.670,172.702,327500,172.890,172.864,172.782,-0.01,0.02,-0.03,0.00
04.01.2018,13:45:00,172.700,172.825,172.600,172.800,347370,172.884,172.852,172.764,-0.02,0.01,-0.03,0.00
04.01.2018,14:00:00,172.800,172.940,172.740,172.940,414189,172.888,172.869,172.791,-0.01,0.01,-0.02,0.00
04.01.2018,14:15:00,172.930,173.040,172.850,172.970,379844,172.894,172.889,172.948,-0.00,0.01,-0.01,0.00
04.01.2018,14:30:00,172.970,173.140,172.900,172.920,557712,172.896,172.896,172.968,0.00,0.00,-0.00,0.00
04.01.2018,14:45:00,172.910,173.031,172.850,173.031,323989,172.906,172.923,172.965,0.01,0.01,0.01,0.00
04.01.2018,15:00:00,173.040,173.190,173.030,173.130,419693,172.922,172.964,172.998,0.03,0.01,0.02,0.00
04.01.2018,15:15:00,173.130,173.190,173.030,173.150,447757,172.939,173.001,173.025,0.04,0.02,0.02,0.00
04.01.2018,15:30:00,173.146,173.180,172.950,173.105,471729,172.952,173.022,173.038,0.05,0.02,0.03,0.00
04.01.2018,15:45:00,173.105,173.230,172.960,173.208,685898,172.971,173.059,173.056,0.06,0.03,0.03,0.00
04.01.2018,16:00:00,173.203,173.240,172.980,173.020,1414110,172.974,173.051,173.072,0.06,0.04,0.02,0.00
05.01.2018,09:45:00,173.440,174.000,173.050,173.920,2185804,173.044,173.225,173.603,0.12,0.05,0.07,0.00
05.01.2018,10:00:00,173.926,174.190,173.790,174.080,1024816,173.121,173.396,173.728,0.19,0.08,0.11,0.00
05.01.2018,10:15:00,174.100,174.300,173.780,174.260,948538,173.205,173.569,173.815,0.25,0.11,0.14,0.00
