<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>, <AvgExp>, <AvgExp>, <vwap_reset>, <MACD>, <MACDAvg>, <MACDDiff>, <ZeroLine>
03.01.2018,14:45:00,212.535,213.700,212.400,213.535,861782,208.119,211.481,212.355,2.78,2.82,-0.03,0.00
03.01.2018,15:00:00,213.480,213.540,212.450,212.620,611470,208.453,211.709,212.517,2.71,2.79,-0.08,0.00
03.01.2018,15:15:00,212.642,212.700,210.320,211.270,1191397,208.661,211.621,212.266,2.52,2.74,-0.22,0.00
03.01.2018,15:30:00,211.300,212.340,211.280,211.800,660915,208.894,211.657,212.177,2.38,2.67,-0.29,0.00
03.01.2018,15:45:00,211.770,211.900,211.210,211.670,494124,209.100,211.659,212.122,2.24,2.58,-0.34,0.00
03.01.2018,16:00:00,211.660,212.910,211.640,212.500,1064379,209.351,211.828,212.132,2.16,2.50,-0.33,0.00
04.01.2018,09:45:00,215.760,218.050,213.560,213.560,3050803,209.663,212.174,215.232,2.17,2.43,-0.27,0.00
04.01.2018,10:00:00,213.560,215.390,212.690,213.670,1543373,209.960,212.473,214.761,2.15,2.38,-0.22,0.00
04.01.2018,10:15:00,213.690,214.500,212.860,214.212,779496,210.275,212.821,214.623,2.16,2.33,-0.17,0.00
04.01.2018,10:30:00,214.219,214.570,213.300,214.100,597164,210.558,213.077,214.566,2.13,2.29,-0.16,0.00
04.01.2018,10:45:00,214.230,214.370,213.630,214.098,386496,210.820,213.281,214.536,2.09,2.25,-0.16,0.00
04.01.2018,11:00:00,214.118,215.590,214.080,215.000,584554,211.130,213.625,214.550,2.10,2.22,-0.12,0.00
04.01.2018,11:15:00,214.999,215.070,213.861,214.000,329408,211.343,213.700,214.547,2.01,2.18,-0.17,0.00
