<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>, <AvgExp>, <AvgExp>, <vwap_reset>, <MACD>, <MACDAvg>, <MACDDiff>, <ZeroLine>
03.01.2018,13:45:00,319.55,319.71,318.72,318.80,89904,320.43,319.91,319.54,-0.31,-0.01,-0.30,0.00
03.01.2018,14:00:00,318.80,318.85,317.78,318.08,103942,320.25,319.55,319.10,-0.45,-0.10,-0.35,0.00
03.01.2018,14:15:00,318.01,318.23,316.36,316.94,141102,320.01,319.03,317.38,-0.64,-0.21,-0.44,0.00
03.01.2018,14:30:00,316.80,317.65,316.68,317.22,80915,319.80,318.66,317.28,-0.77,-0.32,-0.45,0.00
03.01.2018,14:45:00,317.23,317.28,316.40,316.68,72532,319.57,318.27,317.18,-0.90,-0.44,-0.46,0.00
03.01.2018,15:00:00,316.66,316.88,315.55,315.82,119519,319.29,317.78,316.91,-1.06,-0.56,-0.50,0.00
03.01.2018,15:15:00,315.79,316.34,315.59,315.80,101238,319.03,317.38,316.71,-1.17,-0.68,-0.49,0.00
03.01.2018,15:30:00,315.78,317.50,315.72,317.28,113550,318.90,317.36,316.68,-1.13,-0.77,-0.36,0.00
03.01.2018,15:45:00,317.24,317.25,316.47,316.65,117444,318.74,317.22,316.72,-1.14,-0.85,-0.29,0.00
03.01.2018,16:00:00,316.64,317.55,316.44,317.01,246105,318.61,317.18,316.76,-1.10,-0.90,-0.20,0.00
04.01.2018,09:45:00,312.87,315.50,307.65,308.07,1366926,317.83,315.36,311.02,-1.77,-1.07,-0.70,0.00
04.01.2018,10:00:00,308.10,310.56,308.00,308.91,500737,317.17,314.07,310.45,-2.21,-1.30,-0.91,0.00
04.01.2018,10:15:00,308.94,309.64,307.00,307.51,404955,316.45,312.76,310.06,-2.64,-1.57,-1.07,0.00
04.01.2018,10:30:00,307.51,308.73,305.68,308.59,547902,315.87,311.92,309.59,-2.86,-1.83,-1.03,0.00
04.01.2018,10:45:00,308.60,312.74,307.86,311.96,555295,315.58,311.93,309.71,-2.73,-2.01,-0.73,0.00
04.01.2018,11:00:00,311.93,315.00,311.31,313.26,468697,315.41,312.20,310.09,-2.50,-2.11,-0.39,0.00
04.01.2018,11:15:00,313.29,314.45,312.89,313.99,254541,315.30,312.55,310.31,-2.23,-2.13,-0.10,0.00
04.01.2018,11:30:00,313.86,316.25,313.68,316.13,411510,315.36,313.27,310.74,-1.82,-2.07,0.25,0.00
04.01.2018,11:45:00,316.10,318.55,315.90,316.94,515999,315.48,314.00,311.37,-1.41,-1.94,0.52,0.00
04.01.2018,12:00:00,316.94,317.60,315.70,315.99,167928,315.52,314.40,311.54,-1.15,-1.78,0.63,0.00
04.01.2018,12:15:00,316.00,316.50,315.55,315.99,150481,315.55,314.72,311.66,-0.94,-1.61,0.67,0.00
04.01.2018,12:30:00,315.92,316.00,315.35,315.53,117190,315.55,314.88,311.75,-0.80,-1.45,0.65,0.00
04.01.2018,12:45:00,315.60,317.20,315.45,317.14,163412,315.67,315.33,311.88,-0.55,-1.27,0.72,0.00
04.01.2018,13:00:00,317.06,317.42,314.60,314.86,249150,315.61,315.24,312.06,-0.53,-1.12,0.59,0.00
04.01.2018,13:15:00,314.75,314.75,312.91,313.51,207281,315.45,314.89,313.98,-0.61,-1.02,0.41,0.00
04.01.2018,13:30:00,313.50,313.89,312.72,312.80,140391,315.26,314.47,313.68,-0.73,-0.96,0.23,0.00
04.01.2018,13:45:00,312.91,313.75,312.60,313.42,100521,315.12,314.26,313.56,-0.77,-0.92,0.16,0.00
04.01.2018,14:00:00,313.50,315.08,313.50,314.59,185275,315.08,314.33,313.74,-0.69,-0.88,0.19,0.00
04.01.2018,14:15:00,314.55,315.62,314.25,315.31,97732,315.10,314.52,314.93,-0.57,-0.81,0.25,0.00
04.01.2018,14:30:00,315.31,315.50,313.55,313.64,94623,314.99,314.35,314.72,-0.60,-0.77,0.18,0.00
04.01.2018,14:45:00,313.68,314.28,313.31,313.77,82166,314.90,314.23,314.43,-0.60,-0.74,0.14,0.00
04.01.2018,15:00:00,313.70,314.70,313.68,314.50,71239,314.87,314.29,314.37,-0.54,-0.70,0.16,0.00
04.01.2018,15:15:00,314.57,314.76,313.62,313.95,78559,314.80,314.22,314.35,-0.53,-0.66,0.13,0.00
04.01.2018,15:30:00,313.93,315.00,313.77,314.73,107801,314.80,314.32,314.35,-0.45,-0.62,0.17,0.00
04.01.2018,15:45:00,314.82,314.90,313.57,313.96,128514,314.74,314.25,314.34,-0.45,-0.59,0.14,0.00
04.01.2018,16:00:00,313.96,314.94,313.86,314.62,254671,314.73,314.32,314.34,-0.39,-0.55,0.16,0.00
05.01.2018,09:45:00,316.62,316.75,313.33,314.55,393850,314.71,314.37,315.31,-0.35,-0.51,0.16,0.00
05.01.2018,10:00:00,314.55,316.30,313.84,315.59,216309,314.78,314.61,315.23,-0.22,-0.45,0.23,0.00
05.01.2018,10:15:00,315.67,315.93,314.39,314.71,196768,314.77,314.63,315.21,-0.19,-0.40,0.21,0.00
05.01.2018,10:30:00,314.62,314.62,313.33,313.50,169303,314.68,314.41,315.01,-0.27,-0.37,0.11,0.00
05.01.2018,10:45:00,313.61,313.84,312.85,313.14,209903,314.57,314.15,314.72,-0.35,-0.37,0.02,0.00
05.01.2018,11:00:00,313.15,313.60,312.00,313.51,244578,314.49,314.02,314.43,-0.38,-0.37,-0.01,0.00
05.01.2018,11:15:00,313.51,313.91,312.81,313.26,167787,314.40,313.87,314.32,-0.42,-0.38,-0.04,0.00
05.01.2018,11:30:00,313.30,315.00,313.18,314.78,166794,314.42,314.05,314.30,-0.32,-0.37,0.05,0.00
05.01.2018,11:45:00,314.80,315.46,314.51,315.36,106073,314.49,314.31,314.34,-0.20,-0.33,0.14,0.00
05.01.2018,12:00:00,315.36,315.91,315.25,315.46,109991,314.57,314.54,314.40,-0.09,-0.29,0.19,0.00
05.01.2018,12:15:00,315.34,315.85,314.74,315.80,96016,314.66,314.79,314.45,0.02,-0.22,0.25,0.00
